name,ingredients,cuisine,course,diet,instructions,prep_time
अवरेकालू उसली रेसिपी - Avarekaalu Usli Recipe,"

							 		2 कप अवरेकालू							 		, ताज़े या फ्रोजन							 	

							 		1 प्याज							 		, बारीक काट ले							 	

							 		3 हरी मिर्च							 		, बारीक काट ले							 	

							 		1 इंच अदरक 

							 		1 छोटा चम्मच लहसुन							 		, कस ले							 	

							 		1 बड़ा चम्मच निम्बू का रस 

हींग							 		, चुटकी भर							 	

							 		1/2 छोटा चम्मच हल्दी पाउडर 

नमक							 		, स्वाद अनुसार							 	
तड़के के लिए

							 		1 छोटा चम्मच राई 

							 		1/2 छोटा चम्मच सफ़ेद उरद दाल 

कढ़ी पत्ता							 		, थोड़े							 	
",South Indian Recipes,Dinner,Vegetarian,"अवरेकालू उसली रेसिपी बनाने के लिए सबसे पहले एक प्रेशर कुकर में तेल गरम करें। इसमें राइ, उरद दाल डाले और तड़कने दे.तड़कने के बाद इसमें कढ़ी पत्ता, हरी मिर्च, लहसुन, अदरक और प्याज डाले। प्याज के नरम होने तक पका ले. प्याज के नरम होने के बाद इसमें अवरेकालू डाले और कुछ मिनट के लिए पका ले. 3 से 4 मिनट के बाद इसमें हल्दी पाउडर, नमक डाले और 1 मिनट के लिए पका ले. अब इसमें निम्बू का रस डाले, कुकर बंद करें और 2 सिटी आने तक पका ले. प्रेशर अपने आप निकलने दे. हरे धनिये से गार्निश करें और परोसे। अवरेकालू उसली को लच्छा पराठा और बूंदी रायते के साथ दिन के खाने के लिए परोसे.",Total in 40 M
वेपमपू करा कोलंब रेसिपी - Vepampoo Kara Kuzhambu Recipe,"

							 		12 छोटे प्याज 

							 		4 to 5 cloves लहसुन							 		, बारीक काट ले							 	

							 		1/4 teaspoon हल्दी पाउडर 

							 		3/4 tablespoon सांबर पाउडर 

							 		1 teaspoon धनिया पाउडर 

इमली							 		, निम्बू जितना							 	

पानी							 		, प्रयोग अनुसार							 	

नमक							 		, स्वाद अनुसार							 	
तड़के के लिए

							 		3 teaspoons तिल का तेल 

							 		1/4 teaspoon हींग 

							 		1/3 teaspoon राइ 

							 		1/2 teaspoon मेथी के दाने 

							 		1/4 teaspoon चना दाल 

							 		2 सुखी लाल मिर्च 
दूसरे तड़के के लिए

							 		1 teaspoon तिल का तेल 

							 		1 tablespoon नीम के पत्ते 							 		, सूखे							 	
",South Indian Recipes,Lunch,Vegetarian,"वेपमपू करा कोलंब रेसिपी बनाने के लिए सबसे पहले इमली से रस निकाल ले और अलग से रख ले.एक कढ़ाई में तेल गरम करें। इसमें हींग, राई, मेथी के दाने, चना दाल, सुखी लाल मिर्च डाले। 1 मिनट तक पकने दे.1 मिनट के बाद इसमें लहसुन डाले और 1 मिनट तक पका ले. इसमें छोटे प्याज़ डाले और नरम होने तक पका ले.प्याज के नरम होने के बाद इसमें हल्दी पाउडर, सांबर पाउडर, धनिया पाउडर और नमक डाले। सबको अच्छी तरह मिला ले.1 मिनट के बाद इसमें इमली का रस, बचा हुआ पानी, कढ़ी पत्ता डाले और गाढ़ा होने तक मिला ले. गैस बंद कर ले.अब एक तड़का पैन में थोड़ा तेल गरम कर ले. इसमें नीम के फूल डाले और अच्छी तरह से सेक ले. आप इसे बिना तेल के भी रोस्ट कर सकते है. इन् सेके हुए नीम के पत्तो को कोलंब डाले और मिला ले. वेपमपू करा कोलंब रेसिपी को चावल, चाउ चाउ थोरन  और पापड़ के साथ दिन के खाने के लिए परोसे.",Total in 55 M
पनीर कोफ्ता करी रेसिपी - Paneer Kofta Curry Recipe,"
पनीर कोफ्ते की सामग्री

							 		250 ग्राम पनीर							 		, कसा हुआ							 	

							 		3 बड़े चम्मच मैदा (ऑल पर्पस आटा) 

नमक							 		, चुटकी भर							 	

हरा धनिया							 		, थोड़ा, बारीक काट ले							 	

							 		1 छोटा चम्मच जीरा पाउडर 
ग्रेवी के लिए

							 		1 अदरक							 		, कस ले							 	

							 		1 बड़ा चम्मच शहद  

							 		2 कप टमाटर प्यूरी 

							 		1 छोटा चम्मच धनिया पाउडर 

							 		1/2 छोटा चम्मच गरम मसाला पाउडर 

							 		1/4 छोटा चम्मच हल्दी पाउडर 

							 		1/4 कप हंग दही							 		, या क्रीम							 	

कसूरी मेथी							 		, थोड़ा, गार्निश के लिए							 	

नमक							 		, स्वाद अनुसार							 	

तेल							 		, प्रयोग अनुसार							 	
",North Indian Recipes,Side Dish,Vegetarian,"पनीर कोफ्ता करी रेसिपी बनाने के लिए सबसे पहले पनीर कोफ्ता बनाएंगे। एक बाउल में कसा हुआ पनीर, मैदा, नमक, हरा धनिया, जीरा पाउडर डाले और अच्छी तरह से मिला ले.अब इस मिश्रण के छोटे छोटे बॉल बना ले. अब हम इन्हे तलेंगे। आप इन पनीर बॉल्स को या तो ओवन में बेक कर सकते है या फिर पनियारम पैन में पैन फ्राई कर सकते है. ओवन में बनाने की विधि:एक बेकिंग शीट को ले और उसे तेल से ग्रीस कर ले. इन पर पनीर बॉल्स रखें और 200 C पर पहले से गरम ओवन में सुनहरा भूरा होने तक बेक कर ले. निकाले और अलग से रख दे. पनियारम पैन में बनाने की विधि:पनियारम पैन को गरम करें। हर कैविटी में थोड़ा तेल डाले। तेल गरम होने के बाद इसमें पनीर बॉल डाले और दोनों तरफ से सुनहरा होने तक पका ले. चम्मच की मदद से पलटे। अलग से रख दे. अब कोफ्ता करी बनाने के लिए, एक कढ़ाई में तेल गरम कर ले. तेल गरम होने के बाद इसमें शहद और अदरक डाले और शहद के उबलने तक पका ले. शहद के उबलने के बाद इसमें टमाटर प्यूरी, हल्दी पाउडर, इलाइची पाउडर, गरम मसाला पाउडर, नमक, लाल मिर्च पाउडर डाले और मिला ले. टमाटर के नरम होने तक पकाए। अब इसमें क्रीम या हंग दही, कसूरी मेथी डाले और मिला ले. 1 मिनट के बाद इसमें कोफ्ता पनीर बॉल्स डाले, कढ़ाई को ढके और पकने दे. 3 से 4 मिनट तक पकने दे और गैस बंद करें। पनीर कोफ्ता करी को बूंदी रायता और लच्छा पराठा के साथ रोज के खाने के लिए परोसे।",Total in 60 M
शाही भिंडी रेसिपी - Shahi Bhindi Recipe In Cashew Nut Gravy Recipe,"

							 		300 ग्राम भिंडी							 		, 1 इंच में काट ले							 	

							 		1/2 छोटा चम्मच लाल मिर्च पाउडर 

							 		1/4 छोटा चम्मच हल्दी पाउडर 

							 		1/2 छोटा चम्मच गरम मसाला पाउडर 

							 		2 बड़े चम्मच क्रीम 

							 		1/2 छोटा चम्मच कसूरी मेथी 

							 		2 छोटा चम्मच तेल 

							 		1 बड़े चम्मच घी 
पेस्ट बनाने के लिए

							 		1 प्याज							 		, काट ले							 	

							 		1/4 कप काजू 

							 		1 टमाटर							 		, काट ले							 	

							 		4 लहसुन 

							 		1 छोटा चम्मच अदरक							 		, कस ले							 	

							 		2 इलाइची 

							 		2 लॉन्ग 

							 		1/2 इंच दालचीनी 

							 		1 हरी मिर्च 

							 		1 छोटा चम्मच शाही जीरा 
",North Indian Recipes,Lunch,Vegetarian,"शाही भिंडी रेसिपी बनाने के लिए सबसे पहले भिंडी और बाकी सारी सामग्री तैयार कर ले. एक कढ़ाई में तेल गरम करें। इसमें शाही जीरा डाले और तड़कने दे. इसके बाद इसमें इलाइची, दालचीनी, लोंग डाले और 10 सेकण्ड्स के लिए पका ले. अब इसमें प्याज, लहसुन, अदरक डाले और प्याज के नरम होने तक पका ले. प्याज के नरम होने के बाद इसमें काजू, हरी मिर्च डाले और 1 मिनट तक पका ले. 1 मिनट के बाद इसमें टमाटर डाले और टमाटर के नरम होने तक पका ले. गैस बंद करें और इस मिश्रण को ठंडा होने दे. इस मिश्रण को मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. एक कढ़ाई में घी गरम करें। इसमें भिंडी, नमक डाले और 5 मिनट के लिए पका ले. गैस बंद करें और एक बाउल में निकाल ले. एक कढ़ाई में तेल गरम करें। इसमें पिसा हुआ मसाला, लाल मिर्च पाउडर, हल्दी पाउडर, गरम मसाला पाउडर डाले और 3 से 4 मिनट के लिए पका ले. अब इसमें भिंडी, प्रयोग अनुसार गरम पानी डाले और 2 से 3 मिनट के लिए पका ले. अब इसमें 2 बड़े चम्मच क्रीम, कसूरी मेथी डाले, मिलाए और 1 मिनट के लिए पका ले. गैस बंद कर दे. हरे धनिये से गार्निश करें और परोसे। शाही भिंडी को दाल मखनी, गार्लिक नान और जीरा राइस के साथ दिन के खाने के लिए परोसे।",Total in 50 M
चेट्टिनाड वेंगया कोसु रेसिपी - Chettinad Vengaya Kosu Recipe ,"

							 		1 प्याज							 		, पतला और सीधा काट ले							 	

							 		2 टमाटर							 		, बारीक काट ले							 	

							 		8 कढ़ी पत्ता 

							 		1/2 बड़ा चम्मच तिल का तेल 

							 		1-1/2 छोटा चम्मच सौंफ 

							 		1/2 छोटा चम्मच हल्दी पाउडर 

नमक							 		, स्वाद अनुसार							 	

							 		5 सुखी लाल मिर्च 

							 		1/4 कप नारियल							 		, काट ले							 	

							 		2 टहनी हरा धनिया							 		, बारीक काट ले, गार्निश के लिए							 	

							 		2 टहनी हरा धनिया							 		, बारीक काट ले, गार्निश के लिए							 	
",Chettinad,Lunch,Vegetarian,"चेट्टिनाड वेंगया कोसु रेसिपी बनाने के लिए सबसे पहले हम मसाला बनाएँगे। एक कढ़ाई में सुखी लाल मिर्च, 3/4 सौंफ डाले और 1 से 2 मिनट के लिए पका ले. गैस नाड करें और ठंडा होने दे. अब इस मिश्रण में नारियल डाले और मिक्सर जार में इसे पीस ले. थोड़ा सा पानी डाले और फिर से पीस ले. अलग से रख ले. अब एक कढ़ाई में तिल का तेल गरम करें। इसमें सौंफ, कढ़ी पत्ता डाले और 15 सेकण्ड्स तक पका ले.अब इसमें प्याज, टमाटर, हल्दी पाउडर, नमक डाले और टमाटर के नरम होने तक पका ले. 1 कप पानी, पिसा हुआ मसाला डाले और 3 से 4 मिनट तक पका ले. गैस बंद करें और परोसे। चेट्टिनाड वेंगया कोसु को घी रोस्ट डोसा या दक्षिण भारतीय बिरयानी के साथ रोज के खाने के लिए परोसे।",Total in 35 M
कथीरिकै रसा वांगी रेसिपी - Kathirikai Rasa Vangi Recipe,"

							 		1 कप बैंगन							 		, काट ले							 	

							 		1/4 कप अरहर दाल 

							 		1 छोटा चम्मच हल्दी पाउडर 

							 		1 इमली							 		, निम्बू जितना, 1 कप पानी में भिगो दे							 	

							 		1 छोटा चम्मच गुड़							 		, पाउडर कर ले							 	

नमक							 		, स्वाद अनुसार							 	
ड्राई रोस्ट कर के पीस ले

							 		1/2 बड़ा चम्मच चना दाल 

							 		1 बड़ा चम्मच धनिया के बीज 

							 		1 सुखी लाल मिर्च 

							 		10-15 पूरी काली मिर्च 

							 		1/2 कप नारियल							 		, कस ले							 	
तड़के की सामग्री

							 		1 बड़ा चम्मच तिल का तेल 

							 		1 छोटा चम्मच राइ 

							 		1 टहनी कढ़ी पत्ता 
",Tamil Nadu,Lunch,Vegetarian,"कथीरिकै रसा वांगी रेसिपी बनाने के लिए सबसे पहले दाल को प्रयोग अनुसार पानी के साथ प्रेशर कुकर में डाले और 2 सिटी आने तक पका ले. प्रेशर अपने आप निकलने दे. कुकर खोले, दाल को मिला ले और अलग से रख ले. अब एक कढ़ाई में चना दाल, धनिये के बीज, सुखी लाल मिर्च, काली मिर्च डाले और सुनहरा होने तक पका ले. अब इसमें नारियल डाले और उसके भूरे होने तक पका ले. थोड़ा पानी डाले और पीस ले. अब एक कढ़ाई में तेल गरम करें। इसमें बैंगन डाले और 3/4 पकने तक पका ले. अब इसमें इमली का पेस्ट, हल्दी पाउडर, गुड़, नमक डाले और 5 मिनट तक पका ले. 5 मिनट के बाद इसमें पकी हुई दाल डाले और उबलने दे. 2 से 3 मिनट के बाद इसमें नारियल का पेस्ट, थोड़ा पानी, नमक डाले और 2 मिनट तक पका ले. गैस बंद कर ले. एक तड़का पैन में तेल गरम कर ले. इसमें राइ डाले और तड़कने दे. अब इसमें कढ़ी पत्ता डाले और गैस बंद कर ले. इसे ग्रेवी में डाले और मिला ले. कथीरिकै रसा वांगी को अपने रात के खाने के लिए लच्छा पराठा और पसंद के रायते के साथ परोसे।",Total in 35 M
सुंडकई मेथी सांबर रेसिपी - Sundakkai And Methi Leaves Sambar Recipe,"

							 		1/2 कप सुंडकई 

							 		1/4 कप मेथी 

							 		1/2 कप अरहर दाल							 		, उबालकर मैश कर ले							 	

							 		1/2 टमाटर 

							 		1 इमली 

							 		1/2 छोटा चम्मच हल्दी पाउडर 

							 		2 छोटे चम्मच सांबर पाउडर 

							 		1 छोटा चम्मच धनिया पाउडर 

							 		1/2 छोटा चम्मच राइ 

							 		1/4 छोटा चम्मच जीरा 

							 		1 सुखी लाल मिर्च 

							 		1/4 छोटा चम्मच हींग 

तेल							 		, प्रयोग अनुसार							 	

नमक							 		, स्वाद अनुसार							 	

कढ़ी पत्ता							 		, थोड़ा							 	

हरा धनिया							 		, थोड़ा							 	

पानी							 		, प्रयोग अनुसार							 	
",South Indian Recipes,Lunch,Diabetic Friendly,"सुंडकई मेथी सांबर रेसिपी बनाने के लिए सबसे पहले सुंडकई का स्टेम निकालकर काट ले. मेथी को साफ़ करके धो ले और अलग से रख ले. एक कटोरी में पानी के साथ इमली मिला ले. अब एक कढ़ाई में तेल गरम करें। इसमें हींग डाले और 10 सेकण्ड्स के लिए पका ले.10 सेकण्ड्स के बाद इसमें राइ, जीरा, सुखी लाल मिर्च डाले और राइ के तड़कने तक पका ले. अब इसमें सुंडकई डाले और 3 से 4 मिनट के लिए पका ले. कढ़ी पत्ता डाले और मिलाए। अब इसमें मेथी डाले और मेथी के नरम होने तक पका ले. पक जाने के बाद टमाटर, हल्दी पाउडर, सांबर पाउडर, धनिया पाउडर, नमक डाले, मिलाए और 1 मिनट के लिए पका ले. 1 मिनट बाद इमली का पानी, बचा हुआ पानी डाले और उबलने दे. 8 से 10 मिनट उबलने के बाद इसमें दाल डाले और मिला ले. सांबर के गाढ़े होने तक पकाए और फिर हरे धनिये से गार्निश करें।  सुंडकई मेथी सांबर रेसिपी को चावल, बीटरूट थोरन और पापड़ के साथ दिन के खाने के लिए परोसे.",Total in 65 M
पुडलंगाई मिलागु कूट रेसिपी - Pudalangai Milagu Kootu Recipe,"
कूट के लिए

							 		1/2 कप मसूर दाल 

							 		1/2 कप चना दाल 

							 		2 चिचिंदा 

							 		1 छोटा चम्मच हल्दी पाउडर 

							 		1/4 छोटा चम्मच हींग 

नमक							 		, स्वाद अनुसार							 	
मसाला पेस्ट के लिए

							 		3 सुखी लाल मिर्च 

							 		1 छोटा चम्मच धनिया के बीज 

							 		1 छोटा चम्मच जीरा 

							 		1/2 छोटा चम्मच पूरी काली मिर्च 

							 		1 छोटा चम्मच चना दाल 

							 		1 छोटा चम्मच सफ़ेद उरद दाल 

							 		1 छोटा चम्मच नारियल							 		, कस ले							 	

तेल							 		, प्रयोग अनुसार							 	
तड़के के लिए

							 		1 छोटा चम्मच तेल 

							 		1/4 छोटा चम्मच राइ 

							 		1/4 छोटा चम्मच सफ़ेद उरद दाल 

							 		2 सुखी लाल मिर्च 

कढ़ी पत्ता							 		, थोड़ा							 	
",South Indian Recipes,Side Dish,Diabetic Friendly,"पुडलंगाई मिलागु कूट रेसिपी बनाने के लिए दाल को धो कर 30 मिनट के लिए भिगो ले.चिचिंदा को अच्छी तरह से धो ले और छोटा छोटा काट ले. अब एक प्रेशर कुकर में दाल, चिचिंदा, हल्दी पाउडर, हींग, नमक, थोड़ा पानी डाले और कुकर बंद कर ले. 2 सिटी आने तक पका ले. प्रेशर निकलने दे.  एक कढ़ाई में सुखी लाल मिर्च, धनिया के बीज, जीरा, पूरी काली मिर्च, चना दाल, सफ़ेद उरद दाल, नारियल डाले और 2 से 3 मिनट के  लिए सेक ले. इसके बाद ठंडा होने के लिए रख दे. ठंडा होने के बाद मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. इस मसाले को दाल और चिचिंदा को मिश्रण में डाले और मिला ले.तड़के के लिए, एक तड़का पैन में तेल गरम कर ले. इसमें राइ, उरद दाल, सुखी लाल मिर्च, कढ़ी पत्ता डाले और राइ के तड़कने तक पका ले. परोसे। पुडलंगाई मिलागु कूट रेसिपी को चावल और बीटरूट पछडि के साथ दिन के खाने के लिए परोसे.",Total in 50 M
अासामीस बिलाहिर तोक रेसिपी - Assamese Bilahir Tok Recipe,"

							 		6 टमाटर							 		, बारीक काट ले							 	

							 		1/4 छोटा चम्मच हल्दी पाउडर 

							 		1 छोटा चम्मच लाल मिर्च पाउडर 

							 		1/2 छोटा चम्मच शक्कर 

नमक							 		, स्वाद अनुसार							 	
तड़के के लिए

							 		1 बड़ा चम्मच सरसो का तेल 

							 		1 छोटा चम्मच पंच फोरन मसाला  

							 		2 तेज पत्ता 

							 		1 सुखी लाल मिर्च							 		, आधा कर ले							 	
",Assamese,Side Dish,Vegetarian,"अासामीस बिलाहिर तोक रेसिपी बनाने के लिए सबसे पहले एक कढ़ाई में सरसों का तेल गरम कर ले. तेल गरम करने के बाद इसमें पंच फोरन मसाला, तेज पत्ता, सुखी लाल मिर्च डाले और 15 सेकण्ड्स के लिए पका ले. इसमें टमाटर डाले और 2 मिनट के लिए पका ले. अब इसमें हल्दी पाउडर, लाल मिर्च पाउडर, नमक, शक्कर डाले और पका ले. गैस की आंच कम करें और 5 से 7 मिनट के लिए पका ले. गैस बंद करें और परोसे। अासामीस बिलाहिर तोक रेसिपी को बेसन चीला और मसाला चाय के साथ सुबह के नाश्ते के लिए परोसे.",Total in 25 M
चेट्टिनाड वेजिटेबल पुलाव रेसिपी - Chettinad Vegetable Pulao Recipe,"

							 		1 कप चावल							 		, पानी में अच्छी तरह से धो ले							 	

							 		12 छोटे प्याज							 		, बारीक काट ले							 	

							 		2 कली लहसुन							 		, कस ले							 	

							 		1 इंच अदरक							 		, कस ले							 	

							 		2 हरी मिर्च							 		, सीधा और पतला काट ले							 	

							 		1 तेज पत्ता							 		, तोड़ ले							 	

							 		1 छोटा चम्मच लाल मिर्च पाउडर 

							 		1 छोटा चम्मच हल्दी पाउडर 

							 		1 गाजर							 		, काट ले							 	

							 		12 हरा बीन्स							 		, काट ले							 	

							 		2 आलू							 		, छीलकर काट ले							 	

घी							 		, प्रयोग अनुसार							 	
स्पाइस पाउडर के लिए

							 		2 लौंग 

							 		1 इंच दालचीनी 

							 		1 छोटा चम्मच सौंफ 

							 		1 छोटा चम्मच पूरी काली मिर्च 

							 		1 छोटा चम्मच धनिया के बीज 
गार्निश के लिए

							 		1/4 कप हरे मटर							 		, भाप ले							 	

							 		1/4 कप पुदीना							 		, बारीक काट ले							 	
",Chettinad,Dinner,Vegetarian,"चेट्टिनाड वेजिटेबल पुलाव बनाने के लिए सबसे पहले सारी सब्जिआ काट ले. चावल को 30 मिनट के लिए भिगो दे. एक कढ़ाई को गैस पर गरम करें। इसमें लॉन्ग, दालचीनी, सौंफ, पूरी काली मिर्च, धनिया के बीज डाले सुर 2 से 3 मिनट के लिए सेक ले.  गैस बंद करें और इस मसाले के मिश्रण को ठंडा होने दे. ठंडा होने के बाद इसे एक ब्लेंडर में डाले और पीस ले. अलग से रख दे. अब एक कढ़ाई में घी गरम करें। इसमें अदरक, लहसुन, प्याज, हरी मिर्च डाले और प्याज के नरम होने तक पका ले. प्याज के नरम होने के बाद इसमें गाजर, हरा बीन्स, आलू, तेज पत्ता, हल्दी पाउडर, लाल मिर्च पाउडर, पिसा हुआ मसाला डाले और अच्छी तरह से मिला ले. 2 मिनट के बाद इसमें चावल, नमक, 2 कप पानी डाले और उबलने दे. उबाला आने के बाद, आंच कम करें, कढ़ाई को ढके और चावल के पक जाने तक पकाए। अगर चावल कच्चे रह जाए तो थोड़ा और पानी डालकर पका ले. पकने के बाद, गैस बंद करें, ढके और 10 मिनट के लिए लग से रख दे. परोसे। चेट्टिनाड वेजिटेबल पुलाव रेसिपी को बूंदी रायता और सेके हुए पापड़ के साथ दिन के खाने के लिए परोसे।",Total in 60 M
केरला स्टाइल अंडा काजू करी रेसिपी - Kerala Style Egg Cashew Curry Recipe,"

							 		2 अंडे							 		, उबाल कर, छीलकर आधा काट ले							 	

							 		7 काजू 

							 		1 प्याज							 		, काट ले							 	

							 		1 टमाटर							 		, काट ले							 	

							 		2 आलू							 		, छीलकर काट ले							 	

							 		1 इंच अदरक 

							 		3 लहसुन 

							 		2 छोटे चम्मच धनिया पाउडर 

							 		1 छोटा चम्मच लाल मिर्च पाउडर 

							 		1/2 छोटा चम्मच हल्दी पाउडर 

							 		1/4 छोटा चम्मच गरम मसाला पाउडर 

							 		1 बड़ा चम्मच सौंफ 

							 		2 बड़े चम्मच हरा धनिया							 		, काट ले							 	

							 		2 टहनी कढ़ी पत्ता 

तेल							 		, प्रयोग अनुसार							 	

नमक							 		, स्वाद अनुसार							 	
",Kerala Recipes,Dinner,Eggetarian,"केरला स्टाइल अंडा काजू करी रेसिपी बनाने के लिए सबसे पहले काजू को 15 से 20 मिनट के लिए गरम पाने में भिगो ले. अब एक सॉसपैन में पानी गरम करें। इसमें अंडे डाले और 15 मिनट के लिए पका ले. छिलका निकाले, आधा काटे और अलग से रख दे. अब एक मिक्सर ग्राइंडर में काजू के साथ थोड़ा पानी डाले और पेस्ट बना ले. अलग से रख दे. अब एक ब्लेंडर में प्याज, टमाटर, अदरक, लहसुन, हरी मिर्च, हल्दी पाउडर, धनिया पाउडर, गरम मसाला पाउडर, सौंफ डाले, थोड़ा पानी डाले और पीस ले. अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। इसमें राइ डाले और उसके तड़कने तक पका ले. अब इसमें कढ़ी पत्ता डाले और 10 सेकण्ड्स के लिए पका ले. 10 सेकण्ड्स के बाद इसमें प्याज टमाटर का पेस्ट डाले और 4 से 5 मिनट तक पका ले. 1 कप पानी, आलू डाले और उबाला आने दे.नमक डाले, कढ़ाई को ढके और आलू के नरम होने तक पकने दे. आलू के नरम होने के बाद इसमें काजू का पेस्ट डाले और मिला ले. 3 से 4 मिनट तक पका ले. मिलते रहे. गैस बंद करें और इसमें अंडे डाले और हरे धनिये से गार्निश करें। केरला स्टाइल अंडा काजू करी रेसिपी को लच्छा पराठा और बूंदी रायता के साथ रात के खाने के लिए परोसे।",Total in 45 M
माँगा ओगरे रेसिपी - Manga Ogre Recipe,"

							 		1-1/2 कप चावल							 		, पके हुए							 	

नमक							 		, स्वाद अनुसार							 	
चटनी के लाइट

							 		1 कच्चा आम							 		, छीलकर कस ले							 	

							 		1/4 कप नारियल							 		, कस ले							 	

							 		2 छोटे चम्मच राइ 

							 		3 हरी मिर्च							 		, काट ले							 	

							 		1/2 छोटा चम्मच हल्दी पाउडर 

हरा धनिया							 		, बारीक काट ले							 	

							 		1/4 छोटा चम्मच गुड़							 		, कस ले							 	
तड़के के लिए:

							 		1 बड़ा चम्मच तेल 

							 		1 टहनी कढ़ी पत्ता 

							 		1 छोटा चम्मच जीरा 

							 		1 छोटा चम्मच राइ 

							 		2-3 छोटे चम्मच चना दाल 

							 		1/2 छोटा चम्मच हींग 
",Indian,Lunch,Vegetarian,"माँगा ओगरे बनाने के लिए सबसे पहले एक ब्लेंडर में कच्चा आम, नारियल, राइ, हरी मीर्च, हल्दी पाउडर, गुड़, नमक, हरा धनिया डाले और पेस्ट बना ले. इस आम के मिश्रण को चावल में डाले और अच्छी तरह से मिला ले.अब एक कढ़ाई में तेल गरम करें। इसमें राइ डाले और तड़कने दे. अब इसमें जीरा, चना दाल डाले और चना दाल के सुनहरा होने तक पका ले. अब इसमें हींग, कढ़ी पत्ता डाले और गैस बंद कर ले. इस तड़के को चावल के मिश्रण में डाले और अच्छी तरह से मिला ले. परोसे। माँगा ओगरे रेसिपी को बूंदी रायता, तड़का रायता और किसी और रायते के साथ परोसे।",Total in 80 M
दही ओट्स रेसिपी  - Curd Rice Style Overnight Oats Recipe,"

							 		3/4+1/4 हंग दही 

							 		1/4 कप दूध 

							 		1 कप ओट्स							 		, इंस्टेंट							 	

							 		2 बड़े चम्मच हरा धनिया							 		, बारीक काट ले							 	

							 		6 to 8 काजू							 		, काट ले							 	

हींग							 		, चुटकी भर							 	

							 		1/2 छोटा चम्मच राइ 

							 		1/2 छोटा चम्मच सफ़ेद उरद दाल 

							 		1 छोटा चम्मच चना दाल 

							 		1/4 छोटा चम्मच जीरा 

							 		8 पूरी काली मिर्च 

							 		1/2 छोटा चम्मच अदरक							 		, कस ले							 	

							 		2 बड़े चम्मच प्याज							 		, बारीक काट ले							 	

							 		8 कढ़ी पत्ता 

							 		1 हरी मिर्च							 		, सीधा काट ले							 	

							 		1 लाल मिर्च 

तेल							 		, प्रयोग अनुसार							 	

नमक							 		, स्वाद अनुसार							 	
",Indian,World Breakfast,Vegetarian,"दही ओट्स रेसिपी बनाने के लिए सबसे पहले एक मिक्सिंग बाउल में ओट्स, दूध. 3/4 कप दही डाले और अच्छी तरह से मिला ले. 4 घण्टे या रात भर के लिए अलग से रख दे. इसके बाद एक बाउल में यह ओट्स का मिश्रण, बचा हुआ दही, नमक, अदरक, प्याज, हरा धनिया डाले और अच्छी तरह से मिला ले. अब एक तड़का पैन में थोड़ा तेल गरम करें। इसमें राइ डाले और तड़कने दे.तड़कने के बाद इसमें हींग, जीरा, काली मिर्च, उरद दाल, चना दाल, काजू डाले और कहु और दाल के सुनहरा होने तक पका ले. अब इसमे कढ़ी पत्ता, हरी मिर्च, लाल मिर्च डाले और 10 सेकण्ड्स के लिए मिला ले. अब इस तड़के को चावल दही के मिश्रण में डाले और मिला ले. आप इसमें अनार के दाने या अंगूर भी डाल सकते है. दही ओट्स रेसिपी को अचार और पापड़ के साथ दिन के खाने के लिए परोसे।",Total in 15 M
वेरुसेनेगा सांबर रेसिपी - Verusenaga Sambar Recipe,"

							 		2 कप मूंगफली							 		, रोस्ट कर कर छील ले							 	

							 		1-1/2 छोटा चम्मच जीरा 

							 		1 प्याज							 		, काट ले							 	

							 		1 बड़ा चम्मच सांबर पाउडर 

							 		2 बड़े चम्मच इमली का पेस्ट 

							 		4 टहनी हरा धनिया							 		, बारीक काट ले							 	

							 		1 टमाटर							 		, काट ले							 	
तड़के के लिए

							 		1 टहनी कढ़ी पत्ता 

							 		2 बड़े चम्मच तेल 

							 		2 सुखी लाल मिर्च 

							 		1 छोटा चम्मच राइ 
",South Indian Recipes,Lunch,High Protein Vegetarian,"वेरुसेनेगा सांबर रेसिपी बनाने के लिए सबसे पहले मूंगफली को प्रेशर कुकर में पानी के साथ डाले। कुकर बंद करें और 2 सिटी आने तक पका ले. बचा हुआ पानी फेक दे और मूंगफली को अलग से रख दे. अब एक कढ़ाई में तेल गरम करें। तेल के गरम होने के बाद इसमें प्याज डाले और नरम होने तक पका ले. नरम होने के बाद एक बाउल में निकाल ले. अब उसी कढ़ाई में आधी उबली हुइ मूंगफली, जीरा, इमली का पेस्ट, तले हुए प्याज, हरा धनिया, सांबर पाउडर एक मिक्सर ग्राइंडर में डाले और पेस्ट बना ले. इस पेस्ट को बचे हुए मूंगफली के साथ कुकर में डाले। इसमें नमक, टमाटर, 1 कप पानी डाले और 3 से 4 मिनट तक पका ले. अब तड़के के लिए, तड़का पैन में थोड़ा तेल गरम करें। इसमें राइ डाले और तड़कने दे. तड़कने के बाद इसमें सुखी लाल मिर्च, कढ़ी पत्ता डाले और 10 सेकण्ड्स के लिए पका ले. इससे सांबर में डाले और मिला ले. वेरुसेनेगा सांबर रेसिपी को दिन के खाने के लिए चाउ चाउ थोरन, चावल और पापड़ के साथ परोसे।",Total in 40 M
